Name,Gender,Race,First Appeared,Sexuality,Confirmed LGBT,Morality,Race and Gender,Gender and Sexuality,Sexuality and Race,"Gender, Race, and Sexuality",Role
Sprite,Women,White,2021,Straight,,Good,White Women,Straight Women,Straight White People,Straight White Women,Main Character
Obadiah Stane,Men,White,2011,Straight,,Evil,White Men,Straight Men,Straight White People,Straight White Men,Main Character
Howard Stark,Men,White,2008,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Main Character
Howard Stark,Men,White,2019,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Main Character
Morgan Stark,Women,White,2019,Straight,,Good,White Women,Straight Women,Straight White People,Straight White Women,Main Character
Tony Stark,Men,White,2008,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Main Character
Ava Starr,Women,POC,2018,Straight,,Evil,Women of Color,Straight Women,Straight POC,Straight Women of Color,Main Character
Stern,Men,White,2010,Straight,,Evil,White Men,Straight Men,Straight White People,Straight White Men,Main Character
Samuel Sterns,Men,White,2008,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Main Character
Dr. Steven Strange,Men,White,2016,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Main Character
Wolfgang von Strucker,Men,White,2011,Straight,,Evil,White Men,Straight Men,Straight White People,Straight White Men,Main Character
Sullivian,Men,White,2008,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Surtur,Men,POC,2017,Straight,,Evil,Men of Color,Straight Men,Straight POC,Straight Men of Color,Main Character
Surtur,Men,White,2017,Straight,,Evil,White Men,Straight Men,Straight White People,Straight White Men,Main Character
Sylvie,Women,White,2021,LGBTQ+,2021,Neutral,White Women,LGBTQ+ Women,LGBTQ+ White People,LGBTQ+ White Women,Main Character
Talos,Men,White,2019,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Main Character
Taserface,Men,White,2017,Straight,,Evil,White Men,Straight Men,Straight White People,Straight White Men,Main Character
Taweret,Women,POC,2022,Straight,,Good,Women of Color,Straight Women,Straight POC,Straight Women of Color,Main Character
T'Chaka,Men,POC,2016,Straight,,Good,Men of Color,Straight Men,Straight POC,Straight Men of Color,Main Character
"Ted ""Man-Thing""",Men,POC,2022,Straight,,Good,Men of Color,Straight Men,Straight POC,Straight Men of Color,Main Character
Thanos,Men,White,2012,Straight,,Evil,White Men,Straight Men,Straight White People,Straight White Men,Main Character
Thena,Women,White,2021,Straight,,Good,White Women,Straight Women,Straight White People,Straight White Women,Main Character
Flash Thompson,Men,POC,2017,Straight,,Good,Men of Color,Straight Men,Straight POC,Straight Men of Color,Main Character
Thor,Men,White,2008,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Main Character
"Taneleer Tivan ""Collector""",Men,White,2013,Straight,,Evil,White Men,Straight Men,Straight White People,Straight White Men,Main Character
Adrian Toomes,Men,White,2017,Straight,,Evil,White Men,Straight Men,Straight White People,Straight White Men,Main Character
Joaquin Torres,Men,POC,2021,Straight,,Good,Men of Color,Straight Men,Straight POC,Straight Men of Color,Main Character
Trixie,Women,White,2008,Straight,,Good,White Women,Straight Women,Straight White People,Straight White Women,Side Character
Yondu Udonta,Men,White,2014,Straight,,Neutral,White Men,Straight Men,Straight White People,Straight White Men,Main Character
Ultron,Men,White,2015,Straight,,Evil,White Men,Straight Men,Straight White People,Straight White Men,Main Character
Valkyrie,Women,POC,2017,LGBTQ+,2022,Good,Women of Color,LGBTQ+ Women,LGBTQ+ POC,LGBTQ+ Women of Color,Main Character
Hope van Dyne,Women,White,2015,Straight,,Good,White Women,Straight Women,Straight White People,Straight White Women,Main Character
Janet van Dyne,Women,White,2015,Straight,,Good,White Women,Straight Women,Straight White People,Straight White Women,Main Character
Anton Vanko,Men,White,2010,Straight,,Evil,White Men,Straight Men,Straight White People,Straight White Men,Main Character
Ivan Vanko,Men,White,2010,Straight,,Evil,White Men,Straight Men,Straight White People,Straight White Men,Main Character
Volstagg,Men,White,2008,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Main Character
Melina Vostokoff,Women,White,2021,Straight,,Neutral,White Women,Straight Women,Straight White People,Straight White Women,Main Character
Vision,Men,White,2015,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Main Character
John Walker,Men,White,2021,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Main Character
Jennifer Walters,Women,White,2022,Straight,,Good,White Women,Straight Women,Straight White People,Straight White Women,Main Character
Watcher,Men,POC,2021,Straight,,Good,Men of Color,Straight Men,Straight POC,Straight Men of Color,Main Character
Watcher Informant,Men,White,2008,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Raza al-Wazar,Men,POC,2008,Straight,,Evil,Men of Color,Straight Men,Straight POC,Straight Men of Color,Main Character
Xu Wenwu,Men,POC,2021,Straight,,Evil,Men of Color,Straight Men,Straight POC,Straight Men of Color,Main Character
Nicodemus West,Men,White,2016,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Main Character
Dane Whitman,Men,White,2021,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Main Character
Sam Wilson,Men,POC,2014,Straight,,Good,Men of Color,Straight Men,Straight POC,Straight Men of Color,Main Character
Sarah Wilson,Women,POC,2021,Straight,,Good,Women of Color,Straight Women,Straight POC,Straight Women of Color,Main Character
W'Kabi,Men,POC,2018,Straight,,Good,Men of Color,Straight Men,Straight POC,Straight Men of Color,Main Character
Wong,Men,POC,2016,Straight,,Good,Men of Color,Straight Men,Straight POC,Straight Men of Color,Main Character
Jimmy Woo,Men,POC,2018,Straight,,Good,Men of Color,Straight Men,Straight POC,Straight Men of Color,Main Character
Jimmy,Men,White,2008,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Charles Xavier,Men,White,2022,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Main Character
Xu Xialing,Women,POC,2021,Straight,,Good,Women of Color,Straight Women,Straight POC,Straight Women of Color,Main Character
Ying Li,Women,POC,2021,Straight,,Good,Women of Color,Straight Women,Straight POC,Straight Women of Color,Main Character
Ying Nan,Women,POC,2021,Straight,,Good,Women of Color,Straight Women,Straight POC,Straight Women of Color,Main Character
Ho Yinsen,Men,POC,2008,Straight,,Good,Men of Color,Straight Men,Straight POC,Straight Men of Color,Main Character
Yon-Rogg,Men,White,2019,Straight,,Evil,White Men,Straight Men,Straight White People,Straight White Men,Main Character
Helmut Zemo,Men,White,2016,Straight,,Evil,White Men,Straight Men,Straight White People,Straight White Men,Main Character
Zeus,Men,White,2022,Straight,,Evil,White Men,Straight Men,Straight White People,Straight White Men,Main Character
Arnim Zola,Men,White,2011,Straight,,Evil,White Men,Straight Men,Straight White People,Straight White Men,Main Character
Zuri,Men,POC,2018,Straight,,Good,Men of Color,Straight Men,Straight POC,Straight Men of Color,Main Character
William Gabriel,Men,White,2008,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Lacy,Men,White,2008,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Zorianna Kit,Women,White,2008,Straight,,Good,White Women,Straight Women,Straight White People,Straight White Women,Side Character
Martina,Women,POC,2008,Straight,,Good,Women of Color,Straight Women,Straight POC,Straight Women of Color,Side Character
Jack McGee,Men,White,2008,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Joe Greller,Men,POC,2008,Straight,,Good,Men of Color,Straight Men,Straight POC,Straight Men of Color,Side Character
Elizabeth Ross,Women,White,2008,Straight,,Good,White Women,Straight Women,Straight White People,Straight White Women,Side Character
Richard Jones,Men,White,2008,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Leonard Samson,Men,White,2008,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Security Guard,Men,White,2008,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Kathleen Sparr,Women,White,2008,Straight,,Good,White Women,Straight Women,Straight White People,Straight White Women,Side Character
Jee-Yun Lee,Women,POC,2008,Straight,,Good,Women of Color,Straight Women,Straight POC,Straight Women of Color,Side Character
Stanley Lieber,Men,White,2008,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Jim Wilson,Men,POC,2008,Straight,,Good,Men of Color,Straight Men,Straight POC,Straight Men of Color,Side Character
Adam Goldstein,Men,White,2010,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Jack,Men,White,2010,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Johnny Libatique,Men,White,2010,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Bambi Arbogast,Women,White,2010,Straight,,Good,White Women,Straight Women,Straight White People,Straight White Women,Side Character
Beckman,Men,White,2010,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Bill O'Reilly,Men,White,2010,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Larry Ellison,Men,White,2010,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Larson,Men,White,2010,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Lemieux,Men,White,2010,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Meade,Men,White,2010,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Christiane Amanpour,Women,POC,2010,Straight,,Good,Women of Color,Straight Women,Straight POC,Straight Women of Color,Side Character
Clements,Men,White,2010,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Elkin,Men,White,2010,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Elon Musk,Men,White,2010,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Rebeca,Women,White,2010,Straight,,Good,White Women,Straight Women,Straight White People,Straight White Women,Side Character
Rebecca,Women,White,2010,Straight,,Good,White Women,Straight Women,Straight White People,Straight White Women,Side Character
Gibson,Men,POC,2010,Straight,,Good,Men of Color,Straight Men,Straight POC,Straight Men of Color,Side Character
Goodwin,Men,POC,2010,Straight,,Good,Men of Color,Straight Men,Straight POC,Straight Men of Color,Side Character
Harper,Men,POC,2010,Straight,,Good,Men of Color,Straight Men,Straight POC,Straight Men of Color,Side Character
Troy McGatlin,Men,White,2010,Straight,,Neutral,White Men,Straight Men,Straight White People,Straight White Men,Side Character
U.S. Marshal,Women,White,2010,Straight,,Good,White Women,Straight Women,Straight White People,Straight White Women,Side Character
Einherjar Guard,Men,POC,2011,Straight,,Good,Men of Color,Straight Men,Straight POC,Straight Men of Color,Side Character
Bor Burison,Men,White,2011,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Velt,Men,White,2011,Straight,,Evil,White Men,Straight Men,Straight White People,Straight White Men,Side Character
HYDRA Lieutenant,Men,White,2011,Straight,,Evil,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Hutter,Men,White,2011,Straight,,Evil,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Schneider,Men,White,2011,Straight,,Evil,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Gilmore Hodge,Men,White,2011,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Gabe Jones,Men,POC,2011,Straight,,Good,Men of Color,Straight Men,Straight POC,Straight Men of Color,Side Character
Roeder,Men,White,2011,Straight,,Evil,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Michael Duffy,Men,White,2011,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Connie,Women,White,2011,Straight,,Good,White Women,Straight Women,Straight White People,Straight White Women,Side Character
Lorraine,Women,White,2011,Straight,,Good,White Women,Straight Women,Straight White People,Straight White Women,Side Character
Brandt,Men,White,2011,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Bonnie,Women,White,2011,Straight,,Good,White Women,Straight Women,Straight White People,Straight White Women,Side Character
Adolf Hitler,Men,White,2011,Straight,,Evil,White Men,Straight Men,Straight White People,Straight White Men,Side Character
James Falsworth,Men,White,2011,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Jacques Dernier,Men,White,2011,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Jan,Men,White,2011,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Jim Morita,Men,POC,2011,Straight,,Good,Men of Color,Straight Men,Straight POC,Straight Men of Color,Side Character
NASA Scientist,Women,White,2012,Straight,,Good,White Women,Straight Women,Straight White People,Straight White Women,Side Character
Georgi Luchkov,Men,White,2012,Straight,,Evil,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Weaselly Thug,Men,White,2012,Straight,,Evil,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Tall Thug,Men,White,2012,Straight,,Evil,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Jack Taggart,Men,White,2013,Straight,,Evil,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Joan Rivers,Women,White,2013,Straight,,Good,White Women,Straight Women,Straight White People,Straight White Women,Side Character
Josh Elliott,Men,White,2013,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Wu,Men,POC,2013,Straight,,Good,Men of Color,Straight Men,Straight POC,Straight Men of Color,Side Character
Wu Jiaqi,Women,POC,2013,Straight,,Good,Women of Color,Straight Women,Straight POC,Straight Women of Color,Side Character
Heather,Women,White,2013,Straight,,Good,White Women,Straight Women,Straight White People,Straight White Women,Side Character
Thomas Roberts,Men,White,2013,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Thomas Richards,Men,White,2013,Straight,,Evil,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Gary,Men,White,2013,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
George Kotsiopoulos,Men,White,2013,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Giuliana Rancic,Women,White,2013,Straight,,Good,White Women,Straight Women,Straight White People,Straight White Women,Side Character
Sweat Shop Agent,Women,White,2013,Straight,,Evil,White Women,Straight Women,Straight White People,Straight White Women,Side Character
Rose Hill Sheriff,Men,White,2013,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Rodriguez,Men,POC,2013,Straight,,Evil,Men of Color,Straight Men,Straight POC,Straight Men of Color,Side Character
Erin,Women,White,2013,Straight,,Good,White Women,Straight Women,Straight White People,Straight White Women,Side Character
Erin's Brother,Men,White,2013,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Eric Savin,Men,White,2013,Straight,,Evil,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Ellen Brandt,Women,POC,2013,Straight,,Evil,Women of Color,Straight Women,Straight POC,Straight Women of Color,Side Character
E.J.,Men,White,2013,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Pritchet,Men,White,2013,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Ponytail Express,Men,White,2013,Straight,,Evil,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Pat Kiernan,Men,White,2013,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Drew Grey,Men,White,2013,Straight,,Evil,White Men,Straight Men,Straight White People,Straight White Men,Side Character
David,Men,White,2013,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Mrs. Davis,Women,White,2013,Straight,,Good,White Women,Straight Women,Straight White People,Straight White Women,Side Character
Chad Davis,Men,White,2013,Straight,,Evil,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Megan Henderson,Women,POC,2013,Straight,,Good,Women of Color,Straight Women,Straight POC,Straight Women of Color,Side Character
Bill Maher,Men,White,2013,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Kelly Osbourne,Women,White,2013,Straight,,Good,White Women,Straight Women,Straight White People,Straight White Women,Side Character
John,Men,POC,2013,Straight,,Good,Men of Color,Straight Men,Straight POC,Straight Men of Color,Side Character
Ian Boothby,Men,White,2013,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Tyr,Men,White,2013,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Horned Marauder,Men,White,2013,Straight,,Evil,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Hildegund,Women,White,2013,Straight,,Good,White Women,Straight Women,Straight White People,Straight White Women,Side Character
Navid,Men,POC,2013,Straight,,Good,Men of Color,Straight Men,Straight POC,Straight Men of Color,Side Character
Eir,Women,White,2013,Straight,,Good,White Women,Straight Women,Straight White People,Straight White Women,Side Character
Kronan Marauder,Men,White,2013,Straight,,Evil,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Maddie,Women,White,2013,Straight,,Good,White Women,Straight Women,Straight White People,Straight White Women,Side Character
Wonsik,Men,White,2014,Straight,,Evil,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Jakuna Singh,Men,POC,2014,Straight,,Good,Men of Color,Straight Men,Straight POC,Straight Men of Color,Side Character
J. Sandell,Men,POC,2014,Straight,,Good,Men of Color,Straight Men,Straight POC,Straight Men of Color,Side Character
S. Scudder,Men,White,2014,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Fine,Men,White,2014,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Ferdinand Lopez,Men,POC,2014,Straight,,Evil,Men of Color,Straight Men,Straight POC,Straight Men of Color,Side Character
Russo,Men,White,2014,Straight,,Evil,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Riley,Men,White,2014,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Douglas Rockwell,Men,White,2014,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Pamela Hawley,Women,White,2014,Straight,,Good,White Women,Straight Women,Straight White People,Straight White Women,Side Character
P. Wenham,Men,White,2014,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Chao Yen,Men,POC,2014,Straight,,Good,Men of Color,Straight Men,Straight POC,Straight Men of Color,Side Character
Cameron Klein,Men,White,2014,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
C. Bryant,Men,White,2014,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Bobbitt,Men,White,2014,Straight,,Evil,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Moore,Men,POC,2014,Straight,,Good,Men of Color,Straight Men,Straight POC,Straight Men of Color,Side Character
Aaron,Men,White,2014,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Anderson,Men,White,2014,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Karman-Kan,Women,White,2014,Straight,,Good,White Women,Straight Women,Straight White People,Straight White Women,Side Character
Vorker,Men,White,2014,Straight,,Evil,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Ti Asha,Women,POC,2014,Straight,,Good,Women of Color,Straight Women,Straight POC,Straight Women of Color,Side Character
Horuz,Men,White,2014,Straight,,Neutral,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Garthan Saal,Men,White,2014,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Fitzgibbon,Men,White,2014,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Duranna,Women,White,2014,Straight,,Good,White Women,Straight Women,Straight White People,Straight White Women,Side Character
Moloka Dar,Men,POC,2014,Straight,,Evil,Men of Color,Straight Men,Straight POC,Straight Men of Color,Side Character
Broker,Men,White,2014,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Bereet,Women,POC,2014,Straight,,Good,Women of Color,Straight Women,Straight POC,Straight Women of Color,Side Character
Zrinka,Women,White,2015,Straight,,Good,White Women,Straight Women,Straight White People,Straight White Women,Side Character
Lila Barton,Women,White,2015,Straight,,Good,White Women,Straight Women,Straight White People,Straight White Women,Side Character
Cooper Barton,Men,White,2015,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Nathaniel Barton,Men,White,2015,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Costel,Men,White,2015,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Jim Paxton,Men,White,2015,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Gale,Men,POC,2015,Straight,,Good,Men of Color,Straight Men,Straight POC,Straight Men of Color,Side Character
Maggie Lang,Women,White,2015,Straight,,Good,White Women,Straight Women,Straight White People,Straight White Women,Side Character
Dale,Men,White,2015,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Frank,Men,White,2015,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Ernesto,Men,POC,2015,Straight,,Good,Men of Color,Straight Men,Straight POC,Straight Men of Color,Side Character
Carlos,Men,POC,2015,Straight,,Neutral,Men of Color,Straight Men,Straight POC,Straight Men of Color,Side Character
Emily,Women,White,2015,Straight,,Neutral,White Women,Straight Women,Straight White People,Straight White Women,Side Character
Peachy,Men,POC,2015,Straight,,Evil,Men of Color,Straight Men,Straight POC,Straight Men of Color,Side Character
Ignacio,Men,POC,2015,Straight,,Good,Men of Color,Straight Men,Straight POC,Straight Men of Color,Side Character
Josef,Men,White,2016,Straight,,Evil,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Vasily Karpov,Men,White,2016,Straight,,Evil,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Theo Broussard,Men,White,2016,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Heike Zemo,Women,White,2016,Straight,,Good,White Women,Straight Women,Straight White People,Straight White Women,Side Character
Charlie Spencer,Men,POC,2016,Straight,,Good,Men of Color,Straight Men,Straight POC,Straight Men of Color,Side Character
Miriam Sharpe,Women,POC,2016,Straight,,Good,Women of Color,Straight Women,Straight POC,Straight Women of Color,Side Character
Maria Stark,Women,White,2016,Straight,,Good,White Women,Straight Women,Straight White People,Straight White Women,Side Character
Attache,Men,POC,2016,Straight,,Good,Men of Color,Straight Men,Straight POC,Straight Men of Color,Side Character
Lucian,Men,White,2016,Straight,,Evil,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Hamir,Men,POC,2016,Straight,,Good,Men of Color,Straight Men,Straight POC,Straight Men of Color,Side Character
Sol Rama,Men,POC,2016,Straight,,Good,Men of Color,Straight Men,Straight POC,Straight Men of Color,Side Character
Daniel Drumm,Men,POC,2016,Straight,,Good,Men of Color,Straight Men,Straight POC,Straight Men of Color,Side Character
Zylak,Men,White,2017,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Huhtar,Men,POC,2017,Straight,,Evil,Men of Color,Straight Men,Straight POC,Straight Men of Color,Side Character
Halfnut,Men,White,2017,Straight,,Evil,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Gef,Men,White,2017,Straight,,Evil,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Shran,Men,White,2017,Straight,,Evil,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Scrote,Men,White,2017,Straight,,Evil,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Oblo,Men,White,2017,Straight,,Evil,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Brahl,Men,White,2017,Straight,,Evil,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Narblik,Men,POC,2017,Straight,,Evil,Men of Color,Straight Men,Straight POC,Straight Men of Color,Side Character
Arkon,Men,White,2017,Straight,,Evil,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Adam Warlock,Men,White,2017,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Jason Ionello,Men,POC,2017,Straight,,Good,Men of Color,Straight Men,Straight POC,Straight Men of Color,Side Character
Karen,Women,White,2017,Straight,,Good,White Women,Straight Women,Straight White People,Straight White Women,Side Character
Klev,Men,White,2017,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Tiny McKeever,Men,POC,2017,Straight,,Good,Men of Color,Straight Men,Straight POC,Straight Men of Color,Side Character
Seymour O'Reilly,Men,POC,2017,Straight,,Good,Men of Color,Straight Men,Straight POC,Straight Men of Color,Side Character
Sally Avril,Women,White,2017,Straight,,Good,White Women,Straight Women,Straight White People,Straight White Women,Side Character
Ronda Kramer,Women,White,2017,Straight,,Good,White Women,Straight Women,Straight White People,Straight White Women,Side Character
Randy Vale,Men,White,2017,Straight,,Evil,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Foster,Men,White,2017,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Douglas,Men,White,2017,Straight,,Good,White Men,Straight Men,Straight White People,Straight White Men,Side Character
Doris Toomes,Women,POC,2017,Straight,,Good,Women of Color,Straight Women,Straight POC,Straight Women of Color,Side Character
Delmar,Men,POC,2017,Straight,,Good,Men of Color,Straight Men,Straight POC,Straight Men of Color,Side Character
Crimson,Men,POC,2017,Straight,,Good,Men of Color,Straight Men,Straight POC,Straight Men of Color,Side Character
Cobbwell,Men,POC,2017,Straight,,Good,Men of Color,Straight Men,Straight POC,Straight Men of Color,Side Character
